"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"430",40,"blue-collar","married","secondary","no",217,"yes","no",195,"no"
"431",55,"admin.","married","secondary","no",131,"yes","no",744,"no"
"432",42,"management","married","tertiary","no",1680,"yes","no",765,"no"
"433",39,"blue-collar","married","secondary","no",0,"yes","no",262,"no"
"434",40,"blue-collar","married","primary","no",46,"yes","no",119,"no"
"435",32,"blue-collar","married","secondary","no",320,"yes","no",198,"no"
"436",55,"admin.","married","secondary","no",183,"yes","no",150,"no"
"437",45,"blue-collar","married","secondary","no",39,"no","no",241,"no"
"438",35,"management","single","tertiary","no",560,"yes","no",181,"no"
"439",58,"technician","divorced","secondary","no",469,"no","no",196,"no"
"440",35,"admin.","married","secondary","no",530,"yes","no",149,"no"
"441",49,"services","married","primary","no",61,"yes","no",246,"no"
"442",34,"technician","single","tertiary","no",242,"yes","no",112,"no"
"443",36,"blue-collar","married","secondary","no",139,"yes","no",309,"no"
"444",24,"self-employed","single","secondary","no",0,"yes","no",278,"no"
"445",34,"technician","married","secondary","no",367,"yes","no",140,"no"
"446",51,"admin.","divorced","secondary","no",228,"yes","no",136,"no"
"447",39,"technician","single","unknown","no",45248,"yes","no",1623,"yes"
"448",50,"self-employed","married","unknown","no",-84,"yes","no",101,"no"
"449",32,"services","single","secondary","no",310,"yes","no",144,"no"
"450",42,"blue-collar","married","unknown","no",132,"yes","no",238,"no"
"451",50,"technician","married","secondary","no",797,"yes","no",354,"no"
"452",40,"services","married","secondary","no",71,"no","no",79,"no"
"453",46,"management","divorced","unknown","no",2,"yes","no",187,"no"
"454",37,"management","married","tertiary","no",231,"yes","yes",451,"no"
"455",34,"blue-collar","married","secondary","no",270,"yes","yes",159,"no"
"456",44,"blue-collar","married","secondary","no",274,"yes","yes",409,"no"
"457",40,"admin.","single","secondary","no",-109,"yes","yes",170,"no"
"458",37,"technician","married","secondary","no",1,"yes","no",608,"yes"
"459",33,"blue-collar","single","secondary","yes",-60,"no","no",243,"no"
"460",35,"blue-collar","married","secondary","no",89,"yes","no",145,"no"
"461",58,"blue-collar","divorced","secondary","no",-11,"no","no",112,"no"
"462",39,"blue-collar","married","primary","no",0,"yes","no",262,"no"
"463",43,"blue-collar","married","secondary","no",-509,"yes","no",124,"no"
"464",39,"unemployed","married","primary","no",408,"yes","no",53,"no"
"465",36,"services","single","primary","no",58,"yes","no",134,"no"
"466",57,"retired","single","secondary","no",1640,"no","yes",204,"no"
"467",36,"admin.","single","secondary","no",20,"yes","no",186,"no"
"468",50,"blue-collar","married","primary","no",71,"yes","no",678,"no"
"469",55,"blue-collar","married","secondary","no",52,"yes","no",182,"no"
"470",44,"self-employed","married","tertiary","no",292,"yes","no",162,"no"
"471",44,"services","divorced","secondary","no",424,"yes","no",27,"no"
"472",39,"housemaid","single","primary","no",109,"yes","no",699,"no"
"473",46,"blue-collar","married","unknown","no",1044,"yes","no",43,"no"
"474",39,"blue-collar","married","secondary","no",983,"yes","no",97,"no"
"475",34,"admin.","married","secondary","no",869,"no","no",1677,"yes"
"476",40,"blue-collar","married","primary","no",668,"yes","no",283,"no"
"477",50,"management","married","tertiary","no",964,"yes","no",323,"no"
"478",31,"management","single","secondary","no",301,"yes","no",82,"no"
"479",37,"admin.","single","secondary","no",140,"yes","no",310,"no"
"480",39,"management","single","secondary","no",1877,"yes","no",185,"no"
"481",51,"blue-collar","married","primary","no",1127,"yes","no",47,"no"
"482",41,"technician","married","secondary","no",871,"yes","no",145,"no"
"483",41,"technician","married","secondary","no",767,"yes","yes",204,"no"
"484",43,"blue-collar","married","secondary","no",0,"no","no",187,"no"
"485",30,"services","single","secondary","no",209,"yes","no",30,"no"
"486",54,"management","divorced","primary","no",0,"no","no",472,"no"
"487",43,"blue-collar","divorced","secondary","no",110,"yes","yes",448,"no"
"488",59,"management","divorced","tertiary","no",-76,"yes","yes",264,"no"
"489",47,"technician","married","unknown","no",178,"yes","no",169,"no"
"490",40,"blue-collar","married","primary","no",-66,"yes","no",288,"no"
"491",32,"technician","married","secondary","no",0,"yes","no",176,"no"
"492",29,"blue-collar","married","secondary","no",1,"yes","no",215,"no"
"493",36,"blue-collar","married","secondary","no",0,"yes","no",337,"no"
"494",55,"unemployed","married","tertiary","no",5345,"no","no",278,"no"
"495",30,"blue-collar","divorced","secondary","no",-209,"yes","no",188,"no"
"496",39,"admin.","single","secondary","no",0,"yes","no",174,"no"
"497",39,"blue-collar","divorced","secondary","no",42,"yes","no",226,"no"
"498",50,"blue-collar","divorced","secondary","no",41,"yes","no",190,"no"
"499",44,"blue-collar","married","secondary","no",-99,"yes","no",111,"no"
"500",37,"technician","single","secondary","no",17,"yes","no",164,"no"
"501",46,"admin.","married","primary","no",276,"yes","yes",157,"no"
"502",32,"technician","single","unknown","no",-170,"no","no",46,"no"
"503",37,"management","single","tertiary","no",230,"yes","yes",374,"no"
"504",29,"blue-collar","married","secondary","no",9,"yes","no",349,"no"
"505",41,"blue-collar","married","secondary","no",946,"yes","no",325,"no"
"506",45,"blue-collar","married","primary","no",1297,"yes","no",233,"no"
"507",57,"retired","divorced","secondary","no",-331,"yes","no",531,"no"
"508",48,"blue-collar","single","secondary","no",44,"yes","no",153,"no"
"509",60,"retired","married","secondary","yes",15,"no","no",80,"no"
"510",26,"admin.","single","secondary","no",712,"yes","no",232,"no"
"511",58,"retired","married","secondary","no",5435,"yes","no",118,"no"
"512",34,"admin.","married","secondary","no",507,"yes","no",190,"no"
"513",55,"unemployed","divorced","secondary","no",387,"yes","no",918,"yes"
"514",41,"blue-collar","married","primary","no",0,"yes","yes",238,"no"
"515",50,"management","divorced","secondary","no",1716,"yes","no",82,"no"
"516",49,"entrepreneur","married","secondary","no",167,"yes","yes",198,"no"
"517",44,"admin.","married","unknown","no",40,"no","yes",160,"no"
"518",44,"blue-collar","married","primary","no",148,"yes","no",211,"no"
"519",31,"technician","married","secondary","no",17,"yes","yes",120,"no"
"520",34,"blue-collar","single","tertiary","no",1011,"yes","no",136,"no"
"521",46,"management","single","unknown","no",1527,"yes","no",269,"no"
"522",42,"management","married","tertiary","no",744,"no","no",157,"no"
"523",52,"admin.","married","secondary","no",484,"yes","no",128,"no"
"524",29,"management","single","tertiary","no",0,"yes","no",211,"no"
"525",53,"retired","married","primary","no",136,"yes","no",267,"no"
"526",43,"blue-collar","married","secondary","no",1335,"yes","no",371,"no"
"527",38,"management","married","secondary","no",517,"yes","no",288,"no"
"528",46,"management","married","tertiary","no",459,"yes","no",221,"no"
"529",48,"management","divorced","unknown","no",549,"yes","no",427,"no"
"530",30,"admin.","divorced","secondary","no",83,"yes","yes",310,"no"
"531",44,"blue-collar","married","primary","no",213,"no","no",158,"no"
"532",31,"housemaid","married","primary","no",203,"yes","no",604,"no"
"533",42,"services","single","secondary","no",518,"yes","no",198,"no"
"534",40,"management","single","tertiary","no",3877,"yes","no",145,"no"
"535",52,"admin.","married","secondary","no",1236,"yes","no",247,"no"
"536",45,"blue-collar","divorced","secondary","no",756,"yes","no",179,"no"
"537",48,"blue-collar","married","secondary","no",157,"yes","no",73,"no"
"538",45,"blue-collar","married","primary","no",-66,"yes","no",263,"no"
"539",34,"blue-collar","married","unknown","no",245,"yes","no",13,"no"
"540",34,"blue-collar","married","primary","no",-144,"yes","no",79,"no"
"541",46,"blue-collar","married","secondary","no",71,"yes","no",416,"no"
"542",49,"services","divorced","secondary","no",505,"yes","no",162,"no"
"543",50,"technician","married","primary","no",249,"yes","no",129,"no"
"544",34,"admin.","single","secondary","no",0,"yes","no",150,"no"
"545",40,"unemployed","single","secondary","no",11,"yes","no",43,"no"
"546",36,"admin.","married","secondary","no",639,"yes","no",191,"no"
"547",59,"blue-collar","divorced","unknown","no",124,"yes","no",26,"no"
"548",45,"blue-collar","married","secondary","no",82,"yes","no",250,"no"
"549",36,"self-employed","married","tertiary","no",107,"yes","no",146,"no"
"550",56,"services","married","secondary","no",473,"yes","no",416,"no"
"551",42,"services","divorced","secondary","no",372,"yes","yes",121,"no"
"552",30,"admin.","married","secondary","no",46,"yes","no",114,"no"
"553",30,"student","single","tertiary","no",34,"yes","no",289,"no"
"554",47,"self-employed","married","unknown","no",935,"yes","no",225,"no"
"555",33,"blue-collar","married","secondary","no",-10,"yes","no",123,"no"
"556",36,"admin.","married","secondary","no",-106,"yes","no",130,"no"
"557",39,"services","divorced","primary","no",471,"yes","no",161,"no"
"558",56,"admin.","divorced","secondary","no",778,"yes","no",149,"no"
"559",39,"blue-collar","divorced","unknown","no",170,"yes","no",268,"no"
"560",42,"technician","married","secondary","no",315,"yes","no",259,"no"
"561",52,"blue-collar","married","secondary","no",3165,"no","no",26,"no"
"562",36,"admin.","divorced","secondary","no",131,"yes","no",153,"no"
"563",35,"entrepreneur","married","secondary","yes",204,"yes","no",424,"no"
"564",47,"technician","married","secondary","no",83,"yes","no",179,"no"
"565",59,"services","divorced","secondary","no",0,"yes","yes",97,"no"
"566",57,"blue-collar","married","primary","no",5431,"yes","yes",383,"no"
"567",38,"management","married","unknown","no",1759,"yes","no",440,"no"
"568",46,"unemployed","married","secondary","no",-125,"yes","no",23,"no"
"569",34,"blue-collar","married","secondary","no",0,"no","no",195,"no"
"570",28,"services","single","secondary","no",5090,"yes","no",1297,"yes"
"571",38,"technician","married","unknown","no",573,"yes","no",87,"no"
"572",56,"blue-collar","married","secondary","no",1602,"yes","no",427,"no"
"573",41,"blue-collar","single","primary","yes",-137,"yes","yes",189,"no"
"574",52,"technician","married","unknown","no",0,"no","no",195,"no"
"575",54,"services","married","secondary","no",193,"no","no",179,"no"
"576",61,"retired","married","secondary","no",195,"yes","yes",179,"no"
"577",53,"entrepreneur","married","secondary","no",288,"no","no",69,"no"
"578",47,"technician","married","secondary","no",19,"yes","no",105,"no"
"579",53,"blue-collar","married","primary","no",25,"yes","no",266,"no"
"580",46,"services","married","secondary","no",216,"yes","no",524,"no"
"581",39,"blue-collar","divorced","primary","no",190,"yes","yes",96,"no"
"582",56,"technician","divorced","secondary","no",99,"yes","no",155,"no"
"583",55,"services","divorced","primary","no",2298,"yes","no",162,"no"
"584",44,"management","married","tertiary","no",17,"yes","no",352,"no"
"585",37,"technician","married","primary","no",0,"yes","no",76,"no"
"586",35,"blue-collar","married","primary","no",0,"yes","no",154,"no"
"587",55,"blue-collar","married","secondary","no",840,"yes","no",310,"no"
"588",37,"services","married","secondary","no",358,"yes","no",390,"no"
"589",30,"technician","single","secondary","no",0,"yes","no",369,"no"
"590",37,"blue-collar","married","primary","no",-325,"yes","yes",112,"no"
"591",36,"technician","single","secondary","no",-15,"yes","no",341,"no"
"592",38,"technician","married","secondary","no",581,"yes","no",79,"no"
"593",41,"admin.","divorced","primary","no",4070,"yes","no",140,"no"
"594",48,"retired","married","secondary","no",74,"no","yes",315,"no"
"595",55,"services","divorced","secondary","no",141,"yes","no",262,"no"
"596",28,"services","divorced","secondary","no",89,"no","no",174,"no"
"597",54,"services","married","secondary","yes",0,"yes","no",138,"no"
"598",30,"blue-collar","married","secondary","no",450,"no","no",526,"no"
"599",48,"technician","married","tertiary","no",310,"no","no",135,"no"
"600",31,"self-employed","married","secondary","no",0,"yes","no",36,"no"
"601",38,"blue-collar","married","secondary","no",384,"yes","no",1906,"no"
"602",37,"blue-collar","married","secondary","no",395,"yes","no",219,"no"
"603",37,"services","single","unknown","no",-118,"yes","no",147,"no"
"604",56,"blue-collar","married","primary","no",5,"yes","yes",407,"no"
"605",51,"blue-collar","married","secondary","no",50,"yes","yes",121,"no"
"606",39,"blue-collar","married","secondary","no",285,"yes","yes",209,"no"
"607",49,"technician","married","unknown","no",15,"no","no",92,"no"
"608",51,"blue-collar","married","primary","no",653,"yes","yes",208,"no"
"609",43,"self-employed","married","secondary","no",918,"yes","no",193,"no"
"610",32,"services","married","secondary","no",243,"yes","yes",144,"no"
"611",29,"technician","single","tertiary","no",405,"yes","no",65,"no"
"612",48,"management","divorced","tertiary","no",1328,"yes","no",339,"no"
"613",55,"services","married","primary","no",255,"yes","no",285,"no"
"614",53,"blue-collar","married","secondary","no",3397,"yes","no",231,"no"
"615",47,"technician","married","unknown","no",2106,"yes","no",168,"no"
"616",39,"management","married","tertiary","no",2877,"yes","no",278,"no"
"617",31,"blue-collar","single","tertiary","no",60,"yes","yes",389,"no"
"618",39,"blue-collar","married","primary","no",2226,"yes","no",158,"no"
"619",40,"blue-collar","married","primary","no",2880,"yes","no",145,"no"
"620",40,"technician","single","unknown","no",-5,"yes","no",78,"no"
"621",48,"technician","married","secondary","no",147,"no","no",142,"no"
"622",33,"technician","divorced","secondary","no",7,"yes","yes",87,"no"
"623",40,"technician","married","secondary","no",109,"yes","no",147,"no"
"624",59,"retired","married","primary","no",-119,"yes","no",289,"no"
"625",30,"technician","married","secondary","no",484,"yes","no",703,"yes"
"626",31,"management","single","tertiary","no",1852,"yes","no",170,"no"
"627",35,"unemployed","married","secondary","no",533,"yes","no",802,"no"
"628",54,"technician","divorced","secondary","no",21,"yes","no",381,"no"
"629",34,"admin.","single","unknown","no",2434,"yes","no",218,"no"
"630",32,"technician","married","secondary","no",90,"yes","yes",57,"no"
"631",56,"admin.","divorced","unknown","no",4246,"yes","no",304,"no"
"632",32,"admin.","single","tertiary","no",395,"yes","no",241,"no"
