"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"431",235600,-122.28,37.88,52,489,218,3.9167,"NEAR BAY",5.37614678899083,0.183447098976109,2.24311926605505,431
"434",192100,-122.29,37.88,46,920,425,2.9926,"NEAR BAY",4.45882352941176,0.233245382585752,2.16470588235294,434
"435",179300,-122.29,37.88,52,841,380,3.556,"NEAR BAY",4.34210526315789,0.239393939393939,2.21315789473684,435
"437",138800,-122.3,37.88,52,208,98,1.6971,"NEAR BAY",4.1734693877551,0.237163814180929,2.12244897959184,437
"438",150000,-122.3,37.87,10,228,100,2.1705,"NEAR BAY",5.03,0.234592445328032,2.28,438
"439",140600,-122.3,37.86,50,287,128,2.75,"NEAR BAY",3.8984375,0.254509018036072,2.2421875,439
"440",120000,-122.29,37.85,52,218,106,2.5682,"NEAR BAY",4.5,0.249475890985325,2.05660377358491,440
"441",144800,-122.3,37.88,46,854,355,2.9,"NEAR BAY",4.63943661971831,0.22829386763813,2.4056338028169,441
"442",144800,-122.3,37.87,52,1695,684,2.2208,"NEAR BAY",4.56578947368421,0.239833493435799,2.4780701754386,442
"444",2e+05,-122.28,37.87,52,288,131,3.5156,"NEAR BAY",4.49618320610687,0.224108658743633,2.19847328244275,444
"445",173700,-122.28,37.87,49,963,521,1.9805,"NEAR BAY",3.88867562380038,0.270483711747285,1.84836852207294,445
"447",182600,-122.29,37.87,52,386,204,3.875,"NEAR BAY",4.38725490196078,0.22122905027933,1.8921568627451,447
"448",227900,-122.28,37.88,52,811,406,3.006,"NEAR BAY",4.70197044334975,0.217915138816134,1.99753694581281,448
"449",220700,-122.28,37.87,46,1293,675,2.543,"NEAR BAY",4.47703703703704,0.230311052283256,1.91555555555556,449
"450",212000,-122.28,37.87,46,805,431,2.8676,"NEAR BAY",4.12296983758701,0.25098480585256,1.8677494199536,450
"451",271400,-122.27,37.88,52,1372,876,2.1907,"NEAR BAY",3.19977168949772,0.331787370674278,1.5662100456621,451
"452",268800,-122.27,37.87,30,862,425,1.7778,"NEAR BAY",3.44705882352941,0.299658703071672,2.02823529411765,452
"453",277800,-122.27,37.88,37,1152,616,2.52,"NEAR BAY",4.25162337662338,0.260404734631539,1.87012987012987,453
"454",332500,-122.26,37.88,52,483,249,4.2788,"NEAR BAY",4.6144578313253,0.221932114882507,1.93975903614458,454
"455",338900,-122.26,37.88,52,1558,573,2.944,"NEAR BAY",4.1239092495637,0.255607278882776,2.71902268760907,455
"456",287500,-122.26,37.88,52,1798,769,1.725,"NEAR BAY",3.38621586475943,0.321428571428571,2.33810143042913,456
"457",384600,-122.25,37.87,41,266,123,5.2289,"NEAR BAY",5.56910569105691,0.205839416058394,2.16260162601626,457
"459",350000,-122.25,37.87,52,2016,477,0.949,"NEAR BAY",2.52410901467505,0.382059800664452,4.22641509433962,459
"460",500001,-122.25,37.87,52,1349,250,1.1696,"NEAR BAY",2.436,0.38752052545156,5.396,460
"462",241700,-122.26,37.87,52,1721,949,1.1859,"NEAR BAY",2.92202318229715,0.359899026325279,1.81348788198103,462
"464",211300,-122.27,37.87,49,707,350,2.8846,"NEAR BAY",3.85714285714286,0.272592592592593,2.02,464
"465",210200,-122.27,37.87,52,1424,694,2.7372,"NEAR BAY",4.44380403458213,0.22632944228275,2.05187319884726,465
"466",196400,-122.28,37.86,52,393,189,3.8594,"NEAR BAY",4.96296296296296,0.207889125799574,2.07936507936508,466
"469",175000,-122.29,37.87,44,1382,713,2.537,"NEAR BAY",3.56100981767181,0.297361165813312,1.9382889200561,469
"471",156900,-122.29,37.86,52,815,372,1.9946,"NEAR BAY",4.4758064516129,0.242642642642643,2.19086021505376,471
"472",164300,-122.28,37.86,52,788,346,2.8214,"NEAR BAY",4.79479768786127,0.221217600964436,2.27745664739884,472
"474",150500,-122.29,37.86,50,1354,563,1.9483,"NEAR BAY",4.41385435168739,0.244265593561368,2.40497335701599,474
"476",147400,-122.28,37.86,49,1361,608,1.9798,"NEAR BAY",4.82236842105263,0.227830832196453,2.23848684210526,476
"478",182700,-122.27,37.86,49,924,414,2.5417,"NEAR BAY",4.95652173913043,0.211988304093567,2.23188405797101,478
"480",157700,-122.28,37.86,52,1582,636,2.5652,"NEAR BAY",4.72798742138365,0.229797140006651,2.4874213836478,480
"481",153100,-122.28,37.86,41,1213,568,2.2845,"NEAR BAY",3.89788732394366,0.248419150858175,2.13556338028169,481
"483",206300,-122.27,37.86,52,494,175,3.15,"NEAR BAY",4.76571428571429,0.223021582733813,2.82285714285714,483
"484",218800,-122.27,37.86,52,849,365,2.6914,"NEAR BAY",4.84657534246575,0.210288298473714,2.32602739726027,484
"486",253600,-122.26,37.86,35,3276,1742,1.6307,"NEAR BAY",2.96268656716418,0.337919007944197,1.88059701492537,486
"487",257400,-122.26,37.86,52,1493,794,2.9044,"NEAR BAY",4.40428211586902,0.237918215613383,1.88035264483627,487
"488",289500,-122.26,37.86,52,1461,679,2.9405,"NEAR BAY",5.55817378497791,0.197138314785374,2.15169366715758,488
"492",456300,-122.25,37.86,52,719,295,5.0463,"NEAR BAY",5.79322033898305,0.186073727325922,2.43728813559322,492
"493",336800,-122.25,37.86,52,878,449,1.7652,"NEAR BAY",3.53452115812918,0.279773156899811,1.9554565701559,493
"499",172700,-122.27,37.85,47,719,326,2.2431,"NEAR BAY",6.37116564417178,0.192585459797785,2.20552147239264,499
"501",153600,-122.27,37.85,52,875,363,1.5817,"NEAR BAY",5.43801652892562,0.21580547112462,2.41046831955923,501
"503",142300,-122.27,37.85,47,843,319,1.3785,"NEAR BAY",4.31034482758621,0.223272727272727,2.64263322884013,503
"504",119400,-122.28,37.85,52,281,132,2.9018,"NEAR BAY",4.62121212121212,0.237704918032787,2.12878787878788,504
"505",147900,-122.28,37.85,44,506,204,1.73,"NEAR BAY",5.02450980392157,0.193170731707317,2.48039215686275,505
"507",132500,-122.29,37.84,35,1017,414,2.2106,"NEAR BAY",4.52173913043478,0.223824786324786,2.45652173913043,507
"509",143800,-122.3,37.84,14,3100,2051,4.0018,"NEAR BAY",3.58605558264261,0.327396329027872,1.511457825451,509
"511",500001,-122.22,37.82,39,808,315,11.8603,"NEAR BAY",7.91111111111111,0.124398073836276,2.56507936507937,511
"512",500001,-122.22,37.82,42,1018,335,13.499,"NEAR BAY",8.92835820895522,0.112002674690739,3.03880597014925,512
"513",500001,-122.23,37.82,52,1001,352,12.2138,"NEAR BAY",9.21022727272727,0.112893275755706,2.84375,513
"516",457800,-122.24,37.83,52,585,227,5.8948,"NEAR BAY",7.74008810572687,0.140011383039271,2.57709251101322,516
"517",471600,-122.24,37.83,52,916,316,8.1194,"NEAR BAY",7.75,0.12739893834218,2.89873417721519,517
"518",500001,-122.23,37.82,52,556,179,8.7477,"NEAR BAY",9,0.1260086902545,3.10614525139665,518
"519",398600,-122.24,37.82,52,1470,520,6.155,"NEAR BAY",7.04807692307692,0.14106412005457,2.82692307692308,519
"520",340700,-122.25,37.82,52,1104,398,5.883,"NEAR BAY",6.21608040201005,0.162894098625707,2.77386934673367,520
"521",289900,-122.23,37.76,52,1242,518,5.2128,"NEAR BAY",5.86293436293436,0.169904511030622,2.3976833976834,521
"522",335300,-122.23,37.76,52,805,321,4.7188,"NEAR BAY",7.06853582554517,0.142353459673865,2.50778816199377,522
"523",333000,-122.23,37.76,52,378,162,5.2915,"NEAR BAY",8.12345679012346,0.134498480243161,2.33333333333333,523
"524",241000,-122.24,37.77,52,481,223,2.6411,"NEAR BAY",5.17040358744395,0.203816131830009,2.15695067264574,524
"525",189600,-122.23,37.77,52,409,160,3.3214,"NEAR BAY",4.825,0.231865284974093,2.55625,525
"526",206300,-122.24,37.77,52,885,373,3.6417,"NEAR BAY",4.58713136729223,0.225599064874343,2.37265415549598,526
"527",215700,-122.25,37.77,52,1468,567,3.0161,"NEAR BAY",4.67372134038801,0.213584905660377,2.58906525573192,527
"528",210200,-122.25,37.77,52,482,215,3.1771,"NEAR BAY",4.82790697674419,0.211946050096339,2.24186046511628,528
"529",208800,-122.25,37.77,52,825,264,3.4531,"NEAR BAY",5.78409090909091,0.209561231172233,3.125,529
"531",201300,-122.26,37.78,52,528,208,3.3438,"NEAR BAY",4.66346153846154,0.223711340206186,2.53846153846154,531
"534",215300,-122.27,37.78,52,630,265,3.7708,"NEAR BAY",4.61132075471698,0.216039279869067,2.37735849056604,534
"535",212900,-122.27,37.78,45,723,286,3.9444,"NEAR BAY",4.08741258741259,0.224978614200171,2.52797202797203,535
"537",275000,-122.28,37.79,30,3668,855,2.5444,"NEAR BAY",4.84795321637427,0.209650180940893,4.29005847953216,537
"540",102200,-122.29,37.78,42,821,300,1.9427,"NEAR BAY",4.13666666666667,0.248992747784045,2.73666666666667,540
"542",242800,-122.28,37.77,27,1901,966,3.75,"NEAR BAY",4.13768115942029,0.268451338503878,1.96790890269151,542
"544",219000,-122.28,37.78,50,730,327,2.5139,"NEAR BAY",4.5474006116208,0.205783456624075,2.23241590214067,544
"546",372000,-122.27,37.77,52,1033,434,5.5337,"NEAR BAY",5.1889400921659,0.172291296625222,2.38018433179723,546
"547",225800,-122.27,37.77,52,872,363,4.1667,"NEAR BAY",4.76859504132231,0.217793183131138,2.40220385674931,547
"548",220800,-122.27,37.77,52,849,457,2.7115,"NEAR BAY",3.7417943107221,0.281286549707602,1.85776805251641,548
"549",234500,-122.27,37.77,52,1121,518,3.3269,"NEAR BAY",4.61003861003861,0.234087102177554,2.16409266409266,549
"552",275000,-122.26,37.77,52,663,340,4.226,"NEAR BAY",5.01176470588235,0.217723004694836,1.95,552
"553",405400,-122.26,37.77,52,411,172,3.3571,"NEAR BAY",7.03488372093023,0.138842975206612,2.38953488372093,553
"555",234000,-122.26,37.77,52,921,477,2.875,"NEAR BAY",3.87421383647799,0.259199134199134,1.93081761006289,555
"557",243400,-122.25,37.77,43,2086,1053,2.975,"NEAR BAY",4.11111111111111,0.256410256410256,1.98100664767331,557
"559",248500,-122.23,37.76,52,374,176,4.1458,"NEAR BAY",5.96022727272727,0.176358436606292,2.125,559
"560",244000,-122.24,37.76,52,979,472,3.4762,"NEAR BAY",5.30508474576271,0.206070287539936,2.07415254237288,560
"563",240000,-122.23,37.75,50,654,268,3.9632,"NEAR BAY",5.75373134328358,0.187418936446174,2.44029850746269,563
"564",247100,-122.24,37.75,45,384,146,4.9489,"NEAR BAY",6.1027397260274,0.168021499068554,2.63013698630137,564
"566",266700,-122.24,37.76,52,1128,522,3.0718,"NEAR BAY",5.06896551724138,0.21957671957672,2.16091954022989,566
"567",229800,-122.24,37.76,49,1110,492,3.6719,"NEAR BAY",4.9349593495935,0.216227347611203,2.25609756097561,567
"569",228400,-122.24,37.73,21,2930,1235,4.5213,"NEAR BAY",5.69311740890688,0.177641871710994,2.37246963562753,569
"573",252900,-122.25,37.76,52,1340,632,3.567,"NEAR BAY",4.55063291139241,0.225312934631433,2.12025316455696,573
"574",353900,-122.27,37.74,28,2974,1484,3.6875,"NEAR BAY",4.65566037735849,0.224924012158055,2.00404312668464,574
"575",291700,-122.27,37.77,23,2690,1151,4.7695,"NEAR BAY",4.93397046046916,0.223630920936785,2.33709817549957,575
"576",1e+05,-122.28,37.75,20,583,326,3.1972,"NEAR BAY",3.54601226993865,0.315743944636678,1.78834355828221,576
"579",248600,-122.06,37.71,36,1478,529,4.635,"NEAR BAY",6.6937618147448,0.160971476983903,2.79395085066163,579
"582",295200,-122.07,37.72,26,1411,484,5.4834,"NEAR BAY",6.6198347107438,0.148876404494382,2.91528925619835,582
"583",340400,-122.08,37.72,31,1368,521,6.187,"NEAR BAY",7.42034548944338,0.137351267459907,2.6257197696737,583
"585",238600,-122.08,37.71,35,1004,365,5.4639,"NEAR BAY",6.05753424657534,0.158299412030755,2.75068493150685,585
"586",266400,-122.09,37.71,35,1086,367,5.1498,"NEAR BAY",7.25613079019074,0.145324821629741,2.9591280653951,586
"589",209200,-122.1,37.7,25,1413,595,4.3819,"NEAR BAY",4.99663865546218,0.209216279852001,2.37478991596639,589
"590",195800,-122.1,37.69,30,1444,568,3.7222,"NEAR BAY",5.48415492957746,0.200642054574639,2.54225352112676,590
"591",253500,-122.09,37.71,31,749,269,5.2855,"NEAR BAY",6.85130111524164,0.153011394465545,2.78438661710037,591
"593",252500,-122.1,37.71,27,2723,1035,5.2131,"NEAR BAY",6.51207729468599,0.15919881305638,2.63091787439614,593
"594",263900,-122.09,37.7,30,731,263,6.005,"NEAR BAY",6.65779467680608,0.153626499143347,2.77946768060837,594
"595",227000,-122.08,37.71,38,781,301,5.0519,"NEAR BAY",5.52491694352159,0.177390258568851,2.59468438538206,595
"597",259300,-122.08,37.7,32,1156,410,5.2497,"NEAR BAY",6.62926829268293,0.164459161147903,2.81951219512195,597
"598",232500,-122.07,37.7,39,645,277,4.125,"NEAR BAY",5.12635379061372,0.191549295774648,2.32851985559567,598
"600",209400,-122.06,37.7,33,1912,770,3.5187,"NEAR BAY",5.07272727272727,0.202252944188428,2.48311688311688,600
"601",223200,-122.07,37.7,32,1487,694,3,"NEAR BAY",4.89913544668588,0.216470588235294,2.14265129682997,601
"603",208200,-122.09,37.7,33,2239,1051,2.9861,"NEAR BAY",4.1988582302569,0.250849762066621,2.13035204567079,603
"605",195700,-122.08,37.69,36,1105,467,3.3021,"NEAR BAY",5.03211991434689,0.212340425531915,2.3661670235546,605
"607",181000,-122.08,37.69,43,740,284,2.8512,"NEAR BAY",5.54577464788732,0.205714285714286,2.6056338028169,607
"608",184900,-122.08,37.69,42,629,244,3.3478,"NEAR BAY",5.79508196721311,0.193776520509194,2.57786885245902,608
"609",190800,-122.08,37.68,37,314,205,2.3958,"NEAR BAY",4.13658536585366,0.238207547169811,1.53170731707317,609
"610",242200,-122.08,37.68,15,1479,668,3.5295,"NEAR BAY",4.56736526946108,0.22451655195018,2.21407185628743,610
"611",188300,-122.09,37.69,20,1732,800,4.8036,"NEAR BAY",5.37,0.190176908752328,2.165,611
"612",183500,-122.15,37.74,52,1338,550,3.851,"NEAR BAY",5.26909090909091,0.192201518288475,2.43272727272727,612
"616",198200,-122.16,37.73,52,994,412,4.1164,"NEAR BAY",5.48543689320388,0.184070796460177,2.4126213592233,616
"617",219000,-122.15,37.74,52,545,230,3.95,"NEAR BAY",6.06086956521739,0.159971305595409,2.3695652173913,617
"620",177500,-122.17,37.73,46,925,435,3.25,"NEAR BAY",4.97241379310345,0.217290799815072,2.1264367816092,620
"621",171600,-122.16,37.73,49,768,385,2.8301,"NEAR BAY",4.41298701298701,0.24014125956445,1.99480519480519,621
"626",179800,-122.17,37.71,38,481,198,3.244,"NEAR BAY",4.49494949494949,0.224719101123595,2.42929292929293,626
"627",205500,-122.18,37.7,36,1209,519,4.0268,"NEAR BAY",5.08477842003854,0.201970443349754,2.32947976878613,627
"629",262500,-122.19,37.71,36,158,58,5.5461,"NEAR BAY",6.22413793103448,0.191135734072022,2.72413793103448,629
"630",165000,-122.17,37.72,42,1817,664,3.371,"NEAR BAY",4.53012048192771,0.219082446808511,2.73644578313253,630
"631",159700,-122.17,37.72,46,766,289,3.5313,"NEAR BAY",4.73702422145329,0.20745069393718,2.65051903114187,631
"633",144800,-122.16,37.72,38,618,239,2.875,"NEAR BAY",4.21338912133891,0.243296921549156,2.58577405857741,633
"634",166300,-122.17,37.72,43,2139,789,4.0202,"NEAR BAY",4.79467680608365,0.215173143008195,2.71102661596958,634
"635",191000,-122.16,37.71,37,632,253,4.5553,"NEAR BAY",5.95652173913043,0.160583941605839,2.49802371541502,635
"636",175000,-122.16,37.71,36,366,134,3.4643,"NEAR BAY",4.97014925373134,0.198198198198198,2.73134328358209,636
"637",137500,-122.16,37.72,10,877,485,3.3431,"NEAR BAY",4.59587628865979,0.269627635711081,1.80824742268041,637
"639",210900,-122.15,37.72,31,739,379,2.9097,"NEAR BAY",4.26385224274406,0.23019801980198,1.94986807387863,639
"640",198300,-122.15,37.72,47,540,266,3.375,"NEAR BAY",4.47368421052632,0.210924369747899,2.03007518796993,640
"641",157400,-122.15,37.72,29,2024,962,2.8125,"NEAR BAY",4.33367983367983,0.251139361957304,2.1039501039501,641
"642",264700,-122.14,37.73,52,823,334,5,"NEAR BAY",6.05988023952096,0.158102766798419,2.46407185628743,642
"645",341800,-122.13,37.73,33,686,270,6.9096,"NEAR BAY",7.39259259259259,0.134268537074148,2.54074074074074,645
"648",167900,-122.12,37.71,35,552,210,4,"NEAR BAY",4.93809523809524,0.199614271938284,2.62857142857143,648
"649",371200,-122.13,37.72,25,340,171,6.5095,"NEAR BAY",6.63157894736842,0.134920634920635,1.98830409356725,649
"651",202700,-122.14,37.72,45,555,248,2.983,"NEAR BAY",5.63306451612903,0.181102362204724,2.23790322580645,651
"654",180000,-122.13,37.71,44,609,270,3.5781,"NEAR BAY",5.26296296296296,0.209711470795215,2.25555555555556,654
"655",202700,-122.15,37.71,18,2441,1352,3.1682,"NEAR BAY",4.27366863905325,0.264105226722049,1.80547337278107,655
"656",181700,-122.14,37.71,27,1364,789,2.6101,"NEAR BAY",3.92141951837769,0.279896574014221,1.72877059569075,656
"658",183700,-122.13,37.7,43,1333,544,3.4583,"NEAR BAY",5.59926470588235,0.182862770847012,2.45036764705882,658
"659",218000,-122.13,37.7,19,1810,703,3.9032,"NEAR BAY",5.00142247510669,0.20193401592719,2.574679943101,659
"660",191500,-122.15,37.71,36,531,183,4.0208,"NEAR BAY",5.45355191256831,0.178356713426854,2.90163934426229,660
"661",194700,-122.15,37.7,36,672,261,3.5547,"NEAR BAY",5.60919540229885,0.166666666666667,2.57471264367816,661
"662",187200,-122.14,37.7,17,695,330,4.5859,"NEAR BAY",4.43333333333333,0.19958988380041,2.10606060606061,662
"667",189100,-122.14,37.69,38,874,301,4.4659,"NEAR BAY",5.21926910299003,0.201782304264799,2.90365448504983,667
"668",184600,-122.15,37.69,38,637,222,3.6625,"NEAR BAY",5.61261261261261,0.177367576243981,2.86936936936937,668
"672",194600,-122.16,37.7,36,568,225,2.9917,"NEAR BAY",4.87555555555556,0.189608021877849,2.52444444444444,672
"675",83300,-122.16,37.68,16,568,352,2.3869,"NEAR BAY",4.79261363636364,0.206283343212804,1.61363636363636,675
"676",212600,-122.17,37.69,24,1125,366,4.7609,"NEAR BAY",6.18032786885246,0.172855879752431,3.07377049180328,676
"679",192900,-122.15,37.69,36,863,267,4.0109,"NEAR BAY",5.78651685393258,0.176699029126214,3.23220973782772,679
"682",183600,-122.15,37.69,39,957,335,5.1312,"NEAR BAY",4.98507462686567,0.184431137724551,2.85671641791045,682
"684",219200,-122.14,37.68,27,1489,607,3.6364,"NEAR BAY",5.49752883031301,0.183697932274498,2.45304777594728,684
"686",157100,-122.1,37.69,44,1256,485,2.9507,"NEAR BAY",4.82680412371134,0.213583938487826,2.58969072164948,686
"687",157800,-122.12,37.69,30,695,279,3.4375,"NEAR BAY",4.29032258064516,0.224728487886383,2.4910394265233,687
"689",152100,-122.12,37.71,38,632,289,3.0345,"NEAR BAY",4.02768166089965,0.243986254295533,2.18685121107266,689
"691",179900,-122.12,37.7,17,1287,538,2.9922,"NEAR BAY",4.62453531598513,0.247990353697749,2.39219330855019,691
"693",159900,-122.12,37.7,19,1571,579,2.5833,"NEAR BAY",4.30915371329879,0.254509018036072,2.713298791019,693
"696",137500,-122.11,37.7,19,1765,724,2.4206,"NEAR BAY",3.71961325966851,0.292981804678797,2.4378453038674,696
"699",160900,-122.11,37.69,42,768,309,3.4643,"NEAR BAY",4.76375404530744,0.210597826086957,2.48543689320388,699
"702",431000,-121.97,37.64,32,485,171,6.0574,"<1H OCEAN",7.50292397660819,0.151208106001559,2.83625730994152,702
"703",301100,-122.02,37.63,6,1189,573,3.8958,"NEAR BAY",4.26701570680628,0.241308793456033,2.07504363001745,703
"704",241900,-122.04,37.63,21,586,249,4.7813,"NEAR BAY",5.24899598393574,0.180566182096404,2.35341365461847,704
"706",299200,-122.04,37.66,10,867,352,5.3169,"NEAR BAY",5.76988636363636,0.175775480059084,2.46306818181818,706
"707",315500,-122.04,37.65,10,3827,1288,6.2579,"NEAR BAY",6.44332298136646,0.159778286540547,2.97127329192547,707
"708",216800,-122.05,37.68,23,3827,1294,5.1701,"NEAR BAY",5.80989180834621,0.170125033253525,2.95749613601236,708
"709",218100,-122.07,37.68,36,1280,431,3.25,"NEAR BAY",4.21113689095128,0.234710743801653,2.96983758700696,709
"710",170300,-122.06,37.68,30,2667,1047,3.1796,"NEAR BAY",5.12607449856733,0.22489286379728,2.54727793696275,710
"713",160000,-122.08,37.67,29,233,152,0.9637,"NEAR BAY",3.24342105263158,0.340770791075051,1.53289473684211,713
"715",197500,-122.09,37.68,41,704,314,3.5114,"NEAR BAY",4.40127388535032,0.255426917510854,2.24203821656051,715
"716",150000,-122.09,37.69,43,273,120,3.3125,"NEAR BAY",4.16666666666667,0.22,2.275,716
"717",205600,-122.09,37.68,29,1120,540,2.4042,"NEAR BAY",4.32037037037037,0.23060437205315,2.07407407407407,717
"718",170300,-122.09,37.68,41,1105,467,2.8322,"NEAR BAY",3.9271948608137,0.252453653217012,2.3661670235546,718
"720",196900,-122.1,37.68,37,691,324,3.4032,"NEAR BAY",4.17283950617284,0.252958579881657,2.13271604938272,720
"721",174000,-122.1,37.68,37,1109,448,2.535,"NEAR BAY",4.72321428571429,0.237712665406427,2.47544642857143,721
"723",180900,-122.1,37.68,38,1061,400,3.0962,"NEAR BAY",4.4475,0.232152894884767,2.6525,723
"724",150500,-122.1,37.67,34,2479,903,2.9564,"NEAR BAY",4.05204872646733,0.245148947799945,2.7452934662237,724
"725",167100,-122.1,37.68,31,1162,389,3.125,"NEAR BAY",4.86375321336761,0.226215644820296,2.98714652956298,725
"726",148900,-122.12,37.68,35,1146,448,2.95,"NEAR BAY",4.37053571428571,0.247191011235955,2.55803571428571,726
